koi_period,koi_duration,koi_depth,koi_prad,koi_model_snr,koi_impact,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disposition,koi_disposition_encoded
6.88595222,4.148,429.0,2.68,34.5,0.953,5616.0,4.394,0.999,15.017,0,0,0,0,CONFIRMED,0
99.6442783,5.1772,3220.0,8.48,163.2,0.966,6102.0,4.447,1.016,13.75,0,0,0,0,CANDIDATE,1
3.125814002,1.7895,239.0,1.88,32.0,0.506,6358.0,4.346,1.181,14.521,0,1,1,1,FALSE POSITIVE,2
5.660669429,4.6483,738.0,3.24,201.1,0.477,5746.0,4.266,1.173,13.494,0,0,0,0,CONFIRMED,0
10.80487163,2.7215,293.0,1.71,27.4,0.207,6092.0,4.471,0.998,14.503,0,0,1,0,FALSE POSITIVE,2
13.71938426,5.5677,316.0,1.98,48.3,0.022,6387.0,4.41,1.105,14.2,0,0,0,0,CONFIRMED,0
29.2214959,4.014,394.0,1.81,14.6,0.779,5576.0,4.503,0.829,15.587,0,0,0,0,CONFIRMED,0
44.8520997,3.5729,781.0,3.35,33.0,0.807,5514.0,4.345,1.071,14.775,0,0,0,0,CONFIRMED,0
20.34237838,2.3351,565.0,2.88,28.7,0.826,5514.0,4.345,1.071,14.775,0,0,0,0,CONFIRMED,0
118.3786735,9.5574,1080.0,3.4,83.1,0.011,5657.0,4.364,1.046,13.709,0,0,0,0,CONFIRMED,0
23.58444746,5.5545,429.0,3.0,42.8,0.711,5655.0,4.152,1.354,13.971,0,0,0,0,CONFIRMED,0
11.97884409,3.751,708.0,2.11,27.8,0.073,5296.0,4.538,0.808,15.956,0,0,0,0,CONFIRMED,0
3.71545593,2.558,332.0,1.46,19.6,0.327,5296.0,4.538,0.808,15.956,0,0,0,0,CONFIRMED,0
2.58083264,2.1729,270.0,1.31,17.5,0.16,5296.0,4.538,0.808,15.956,0,0,0,0,CONFIRMED,0
1.487084251,1.3233,296.0,1.6,17.9,0.678,5650.0,4.551,0.876,15.52,0,0,1,1,FALSE POSITIVE,2
19.25404023,4.6509,988.0,3.04,50.7,0.548,5798.0,4.507,0.941,15.368,0,0,0,0,CONFIRMED,0
15.0549356,4.801,256.0,1.6,16.6,0.321,5616.0,4.394,0.999,15.017,0,0,0,0,CONFIRMED,0
2.92721119,2.545,170.0,1.29,18.0,0.043,5616.0,4.394,0.999,15.017,0,0,0,0,CONFIRMED,0
38.2856338,6.512,323.0,1.77,15.0,0.115,5616.0,4.394,0.999,15.017,0,0,0,0,CONFIRMED,0
19.80787763,3.453,616.0,2.08,20.1,0.054,5775.0,4.558,0.84,15.65,0,0,0,0,CONFIRMED,0
2.343230566,2.0424,247.0,1.18,23.9,0.047,4798.0,4.533,0.782,14.782,0,0,0,0,CONFIRMED,0
19.03723442,3.3882,401.0,5.74,25.3,0.033,5248.0,3.523,2.892,14.898,0,0,0,0,CANDIDATE,1
2.73987398,4.15886,20600.0,34.83,1454.3,0.703,6520.0,3.844,2.26,11.743,0,1,0,0,FALSE POSITIVE,2
5.801880653,4.2608,41900.0,19.91,396.8,0.773,5845.0,4.541,0.874,15.359,0,1,0,0,FALSE POSITIVE,2
85.34092607,10.6141,51700.0,1177.65,898.4,12.773,6004.0,4.522,0.898,15.252,0,1,0,0,FALSE POSITIVE,2
0.782045734,1.7945,16200.0,45.05,272.3,1.244,6113.0,4.463,0.995,14.912,0,1,1,1,FALSE POSITIVE,2
0.576078683,1.63253,10100.0,23.23,426.0,1.113,5693.0,4.57,0.816,15.237,0,0,0,0,CANDIDATE,1
10.1171684,4.6677,289.0,3.07,50.6,0.296,6306.0,4.077,1.792,13.832,0,0,0,0,CONFIRMED,0
19.12947603,3.9622,451.0,4.23,31.7,0.861,5372.0,4.007,1.71,14.569,0,0,0,0,CONFIRMED,0
83.5781976,7.2487,631.0,6.63,54.9,0.544,6056.0,3.788,2.562,13.498,0,0,0,0,CONFIRMED,0
6.1469956,3.3153,250.0,2.04,25.8,0.083,6110.0,4.285,1.296,14.706,0,0,0,0,CONFIRMED,0
0.522457732,0.8907,144.0,1.52,48.2,0.967,5991.0,4.459,0.954,13.343,0,1,1,0,FALSE POSITIVE,2
54.1558384,4.432,1110.0,3.88,29.1,0.927,5798.0,4.507,0.941,15.368,0,0,0,0,CONFIRMED,0
3.548465446,4.56904,7250.0,14.92,2486.5,0.075,6290.0,4.074,1.746,13.369,0,1,0,0,CONFIRMED,0
11.1199028,3.3759,636.0,2.08,100.3,0.72,5078.0,4.581,0.766,13.536,0,0,0,0,CONFIRMED,0
0.567856484,1.0258,335.0,1.55,53.8,0.324,5073.0,4.483,0.853,15.055,0,0,0,0,CONFIRMED,0
251.0597249,5.1095,7420.0,44.2,110.3,1.264,5714.0,4.34,1.086,14.695,0,1,1,0,FALSE POSITIVE,2
11.70219638,2.6658,640.0,16.15,41.3,1.166,5758.0,4.596,0.762,13.579,0,0,1,1,FALSE POSITIVE,2
40.7150498,8.587,564.0,2.2,56.4,0.638,5968.0,4.534,0.881,14.201,0,0,0,0,CONFIRMED,0
10.44635944,2.749,354.0,2.18,34.4,0.967,5968.0,4.534,0.881,14.201,0,0,0,0,CONFIRMED,0
2.508553286,2.2664,212.0,1.28,26.8,0.009,5814.0,4.523,0.881,14.271,0,0,0,0,CONFIRMED,0
13.75129636,3.853,349.0,1.66,24.6,0.359,5814.0,4.523,0.881,14.271,0,0,0,0,CONFIRMED,0
0.885747456,4.4788,895.0,269.98,203.6,1.205,5487.0,2.816,10.396,12.686,1,0,1,0,FALSE POSITIVE,2
3.611541977,8.6068,2970.0,28.07,167.1,1.254,5203.0,4.504,0.802,15.736,0,0,1,0,FALSE POSITIVE,2
8.041347775,2.6332,591.0,1.29,77.5,0.26,3980.0,4.722,0.54,13.738,0,0,0,0,CONFIRMED,0
5.082722475,5.9139,1970.0,4.4,95.5,0.019,5780.0,4.438,1.0,12.777,0,0,1,0,FALSE POSITIVE,2
78.9257421,7.5193,18000.0,11.9,85.2,0.359,5750.0,4.538,0.882,15.913,0,0,0,0,CANDIDATE,1
9.991625291,3.8552,3450.0,38.93,220.3,1.256,5874.0,4.338,1.096,14.039,0,1,1,0,FALSE POSITIVE,2
8.57504983,8.653,161.0,4.26,36.9,0.129,4986.0,3.462,3.464,13.242,0,0,0,0,CONFIRMED,0
6.84639884,3.4919,150.0,1.9,36.3,0.9,6065.0,4.251,1.31,13.137,0,0,0,0,CANDIDATE,1
7.64970832,6.625,55.4,1.43,28.5,0.898,5855.0,4.125,1.613,11.926,0,0,0,0,CANDIDATE,1
10.30401132,4.2246,316.0,1.84,53.8,0.017,5657.0,4.364,1.046,13.709,0,0,0,0,CONFIRMED,0
2.171827838,3.2205,42100.0,58.56,300.6,1.323,5650.0,4.513,0.891,15.58,0,1,0,0,FALSE POSITIVE,2
3.016182013,2.8349,223.0,2.25,31.9,0.732,5611.0,4.144,1.4,14.878,0,0,0,0,CANDIDATE,1
6.8833761,2.2702,458.0,1.69,28.1,0.075,5679.0,4.581,0.794,14.931,0,0,0,0,CONFIRMED,0
0.833980196,1.756,261.0,1.45,56.9,0.547,5747.0,4.53,0.871,14.657,0,1,1,0,FALSE POSITIVE,2
1.926353494,2.5305,185.0,1.33,36.9,0.767,6063.0,4.481,0.899,14.618,0,0,1,1,FALSE POSITIVE,2
0.890737359,1.9257,196.0,20.57,37.7,1.146,5687.0,4.293,1.169,14.624,0,0,1,1,FALSE POSITIVE,2
5.41908491,2.3379,231.0,1.38,20.2,0.536,5814.0,4.523,0.881,14.271,0,0,0,0,CONFIRMED,0
7.01733571,3.567,256.0,1.61,15.5,0.581,6052.0,4.456,0.967,15.28,0,0,0,0,CANDIDATE,1
6.91134223,5.6743,202.0,1.9,44.0,0.259,5685.0,4.194,1.35,14.056,0,0,0,0,CONFIRMED,0
394.6249514,24.108,2010.0,7.79,234.6,0.336,5910.0,4.03,1.727,12.849,0,0,0,0,CONFIRMED,0
7.19304935,3.407,255.0,1.59,19.0,0.017,6185.0,4.472,0.991,15.451,0,0,0,0,CONFIRMED,0
86.64764448,4.2326,7310.0,9.4,241.9,0.0,5522.0,4.323,1.12,14.651,0,0,0,0,CONFIRMED,0
36.33750453,7.06,2830.0,5.3,96.8,0.825,5717.0,4.538,0.884,15.773,0,0,0,0,CONFIRMED,0
14.64613058,5.688,594.0,2.22,30.0,0.561,5717.0,4.538,0.884,15.773,0,0,0,0,CONFIRMED,0
148.272013,4.192,1710.0,4.3,21.8,0.883,5717.0,4.538,0.884,15.773,0,0,0,0,CANDIDATE,1
1.506507172,4.5346,881.0,13.4,86.7,1.226,3755.0,4.774,0.473,15.591,0,1,1,1,FALSE POSITIVE,2
1.634614356,3.4422,19800.0,44.22,376.5,1.229,6121.0,4.468,0.97,15.31,0,1,0,0,FALSE POSITIVE,2
16.02501898,3.8828,29100.0,1069.01,257.8,13.239,5776.0,4.582,0.789,15.484,0,1,0,0,FALSE POSITIVE,2
10.50682978,3.7769,13400.0,9.01,343.4,0.407,5127.0,4.589,0.782,15.95,0,0,0,0,CONFIRMED,0
0.711966971,2.0221,6230.0,33.34,392.2,1.268,5486.0,4.47,0.83,15.469,0,1,0,0,FALSE POSITIVE,2
17.72724392,4.1073,16900.0,14.77,109.7,0.825,6181.0,4.464,1.006,15.073,0,1,1,1,FALSE POSITIVE,2
321.2124365,4.012,2360.0,7.25,81.7,0.873,6018.0,4.257,1.286,13.709,0,0,0,0,CANDIDATE,1
7.13895376,4.568,254.0,49.96,32.9,1.199,7131.0,3.913,2.145,13.997,0,0,1,0,FALSE POSITIVE,2
4.4645454,2.8823,194.0,3.07,37.6,0.808,6093.0,3.91,1.985,13.51,0,1,1,1,FALSE POSITIVE,2
11.29689442,4.623,199.0,1.74,20.9,0.634,6096.0,4.358,1.176,14.788,0,0,0,0,CONFIRMED,0
19.30112039,6.0752,232.0,1.66,45.0,0.862,5687.0,4.408,0.943,13.601,0,0,1,0,FALSE POSITIVE,2
1.20320092,1.9197,2810.0,49.25,250.8,1.274,6218.0,4.198,1.349,11.374,0,1,0,0,FALSE POSITIVE,2
5.968724048,3.651,511.0,3.26,107.1,0.166,6122.0,4.173,1.439,13.717,0,0,0,0,CONFIRMED,0
10.9802462,3.74464,50100.0,21.94,1555.4,0.733,5952.0,4.462,0.897,14.212,0,1,0,0,FALSE POSITIVE,2
2.144632238,6.2701,19800.0,59.19,334.8,1.228,6296.0,4.24,1.305,13.48,0,1,0,0,CONFIRMED,0
27.32204488,5.6716,77500.0,21.58,3622.7,0.257,5620.0,4.592,0.772,13.552,0,1,0,0,FALSE POSITIVE,2
1.152216965,2.2245,12100.0,187.73,104.5,0.811,5560.0,2.619,15.113,13.63,0,1,0,0,FALSE POSITIVE,2
5.2972293,3.799,1210.0,47.7,31.8,0.022,4631.0,2.386,14.296,13.85,0,1,1,1,FALSE POSITIVE,2
133.460999,11.4997,5030.0,11.21,162.3,0.249,5588.0,4.047,1.593,15.12,0,0,0,0,CONFIRMED,0
5.188563677,2.3683,359.0,1.0,56.4,0.179,3980.0,4.722,0.54,13.738,0,0,0,0,CONFIRMED,0
15.19423359,3.106,368.0,3.69,18.1,0.906,5588.0,4.047,1.593,15.12,0,0,0,0,CANDIDATE,1
14.17098745,3.4804,3070.0,4.19,93.6,0.041,5107.0,4.565,0.777,15.379,0,0,1,1,FALSE POSITIVE,2
31.9734169,13.262,1410.0,24.1,62.5,1.24,4931.0,4.595,0.774,15.527,0,1,1,1,FALSE POSITIVE,2
3.990105908,2.4108,6150.0,7.45,247.8,0.582,5926.0,4.519,0.913,15.572,0,0,0,0,CONFIRMED,0
0.52205862,2.0847,1380.0,27.16,169.0,1.24,5359.0,4.478,0.878,15.636,0,1,1,0,FALSE POSITIVE,2
10.03538181,3.4062,2830.0,4.42,150.9,0.079,5813.0,4.561,0.833,15.062,0,0,0,0,CONFIRMED,0
53.10094262,2.2868,20000.0,24.02,1108.5,0.988,5465.0,4.396,0.973,12.907,0,1,0,0,FALSE POSITIVE,2
5.80181368,4.119,270.0,4.52,35.3,0.967,6020.0,3.86,2.097,13.752,0,0,1,1,FALSE POSITIVE,2
15.6402515,6.222,800.0,18.11,19.3,1.167,5346.0,4.491,0.826,15.908,0,1,1,1,FALSE POSITIVE,2
0.691666384,1.9603,35.6,0.58,20.8,0.552,5687.0,4.408,0.943,13.601,0,0,1,0,FALSE POSITIVE,2
5.62154315,2.4143,172.0,1.37,35.3,0.742,5637.0,4.439,0.96,13.687,0,0,0,0,CONFIRMED,0
1.074106954,1.9797,64.5,0.52,48.5,0.122,4699.0,4.637,0.676,11.748,0,1,1,1,FALSE POSITIVE,2
5.117401517,4.3056,62900.0,28.41,456.6,0.683,6161.0,4.454,1.053,15.764,0,1,0,0,FALSE POSITIVE,2
4.20233673,3.6973,46000.0,23.53,258.8,0.004,6185.0,4.396,1.094,15.653,0,1,0,0,FALSE POSITIVE,2
8.50698069,2.938,296.0,1.9,20.7,0.816,5822.0,4.428,0.986,15.135,0,0,0,0,CONFIRMED,0
15.60865244,6.26,311.0,6.17,46.9,0.985,8014.0,3.94,2.43,13.376,0,1,1,1,FALSE POSITIVE,2
0.669310092,1.6274,132.0,1.13,75.3,0.157,5475.0,4.426,1.003,12.521,0,0,0,0,CONFIRMED,0
4.494498254,1.9742,248.0,62.11,39.3,1.149,5117.0,3.578,3.403,12.786,0,1,1,0,FALSE POSITIVE,2
44.9306706,6.539,438.0,2.49,33.8,0.481,6121.0,4.397,1.164,13.949,0,0,0,0,CONFIRMED,0
14.13175309,4.0136,1030.0,3.02,40.1,0.848,5616.0,4.564,0.822,15.762,0,0,0,0,CONFIRMED,0
1.061934816,3.2551,437.0,25.72,74.5,1.25,5730.0,4.545,0.87,15.062,0,1,1,1,FALSE POSITIVE,2
11.41926141,3.9908,916.0,1.48,58.0,0.242,3823.0,4.765,0.492,15.314,0,0,0,0,CONFIRMED,0
5.93821065,2.5128,523.0,61.63,33.6,1.646,6123.0,4.545,0.85,14.423,0,1,1,0,FALSE POSITIVE,2
268.9410974,5.4434,9010.0,13.57,120.4,0.765,5798.0,4.224,1.306,14.814,0,0,0,0,CANDIDATE,1
0.655001616,1.8136,271.0,31.77,104.5,1.121,6426.0,3.965,2.089,13.371,0,1,1,0,FALSE POSITIVE,2
80.9669561,2.5276,4730.0,5.04,52.0,0.007,5611.0,4.61,0.737,15.671,0,0,0,0,CANDIDATE,1
33.1996355,5.022,1110.0,2.85,32.6,0.017,5102.0,4.463,0.88,15.03,0,0,0,0,CONFIRMED,0
8.65306587,4.486,1050.0,19.78,43.0,1.222,4641.0,4.589,0.694,15.703,0,1,1,1,FALSE POSITIVE,2
6.80082032,1.9883,700.0,1.88,25.5,0.597,4805.0,4.633,0.688,15.238,0,0,0,0,CANDIDATE,1
19.30581662,4.2902,709.0,4.0,36.3,0.001,5661.0,4.09,1.522,15.151,0,0,0,0,CONFIRMED,0
3.221785738,3.3411,46400.0,25.03,336.4,0.777,6250.0,4.411,1.041,14.601,0,1,0,0,FALSE POSITIVE,2
0.6243875,1.92102,36900.0,29.45,628.3,1.157,5211.0,4.644,0.618,15.487,1,0,0,0,FALSE POSITIVE,2
18.61009258,4.98308,50800.0,55.23,1309.3,1.258,6077.0,4.526,0.891,15.84,0,1,0,0,FALSE POSITIVE,2
13.22175358,2.7884,877.0,2.38,93.6,0.451,5211.0,4.556,0.799,13.938,0,0,0,0,CONFIRMED,0
1.137525054,2.68228,18000.0,42.74,633.1,1.238,5912.0,4.467,0.937,15.452,0,1,0,0,FALSE POSITIVE,2
23.79993927,5.02319,60200.0,51.74,2065.8,1.137,5934.0,4.473,0.957,14.669,0,1,0,0,FALSE POSITIVE,2
7.16893064,4.6766,113.0,1.61,36.3,0.573,6221.0,4.198,1.458,12.32,0,0,0,0,CONFIRMED,0
54.325574,9.86,44.2,0.76,7.7,0.154,6343.0,4.411,1.137,12.32,0,0,0,0,CANDIDATE,1
1.22775877,2.7545,46100.0,48.79,292.7,1.111,6207.0,4.412,1.044,13.184,0,1,0,0,FALSE POSITIVE,2
40.24649897,6.0203,159000.0,97.54,420.9,0.877,6594.0,4.051,1.691,13.092,0,1,0,0,FALSE POSITIVE,2
2.27999662,5.7777,12800.0,20.74,366.8,0.739,6594.0,4.051,1.691,13.092,0,1,0,0,FALSE POSITIVE,2
2.48658617,2.7189,42100.0,24.39,91.6,0.079,5892.0,4.35,1.198,15.418,0,1,0,0,FALSE POSITIVE,2
5.729317577,1.1816,865.0,2.41,59.0,0.597,5320.0,4.589,0.786,14.809,0,0,0,0,CONFIRMED,0
11.77613232,2.8971,1430.0,2.08,163.5,0.54,3980.0,4.722,0.54,13.738,0,0,0,0,CONFIRMED,0
11.60908533,2.2603,489.0,1.71,34.1,0.03,5320.0,4.589,0.786,14.809,0,0,0,0,CONFIRMED,0
162.0479502,9.8974,4840.0,11.52,370.2,0.663,6309.0,4.16,1.567,13.632,0,0,0,0,CANDIDATE,1
0.530967162,3.3659,245.0,23.72,125.5,1.167,6449.0,4.316,1.193,13.586,0,1,0,1,FALSE POSITIVE,2
40.05881661,5.595,1240.0,3.43,62.6,0.819,5668.0,4.545,0.868,14.862,0,0,0,0,CONFIRMED,0
6.09747233,3.431,218.0,2.22,17.4,0.012,5661.0,4.09,1.522,15.151,0,0,0,0,CONFIRMED,0
56.637918,6.172,590.0,3.68,20.9,0.298,5661.0,4.09,1.522,15.151,0,0,0,0,CONFIRMED,0
2.243016513,2.721,300.0,1.37,59.1,0.737,5462.0,4.614,0.732,13.98,0,0,1,1,FALSE POSITIVE,2
8.6531216,4.39,655.0,22.58,35.7,1.214,5421.0,4.564,0.852,15.454,0,1,1,1,FALSE POSITIVE,2
8.99088621,4.2447,470.0,2.78,93.6,0.77,5881.0,4.315,1.171,13.431,0,0,0,0,CONFIRMED,0
34.06456641,9.6114,28500.0,15.57,1305.9,0.524,6161.0,4.517,0.892,15.443,0,1,0,0,FALSE POSITIVE,2
4.350087749,2.6428,23600.0,24.77,192.2,0.986,6060.0,4.495,0.953,14.855,0,1,0,0,FALSE POSITIVE,2
1.744101106,1.5497,9680.0,7.21,152.6,0.618,4368.0,4.593,0.703,15.702,0,1,0,0,FALSE POSITIVE,2
7.981187121,1.8071,7610.0,18.75,202.1,1.036,6217.0,4.472,0.989,14.36,0,1,0,0,FALSE POSITIVE,2
4.118775582,3.76,2650.0,4.48,125.6,0.754,5944.0,4.579,0.802,15.797,0,0,1,0,FALSE POSITIVE,2
1.694740233,1.6864,1450.0,2.12,92.3,0.671,3764.0,4.739,0.527,15.804,0,0,0,0,CANDIDATE,1
0.971933156,1.9265,4790.0,50.75,223.1,1.42,5592.0,4.445,0.931,15.289,0,1,1,0,FALSE POSITIVE,2
121.5991278,15.1596,10500.0,379.63,297.0,5.011,6036.0,4.551,0.847,14.6,0,1,0,0,FALSE POSITIVE,2
15.06806077,3.3011,19400.0,16.43,282.8,0.88,5982.0,4.493,0.96,15.95,0,0,0,0,CANDIDATE,1
7.886632468,5.2147,6330.0,8.99,392.3,0.048,5847.0,4.304,1.135,15.014,0,0,0,0,CONFIRMED,0
8.027681123,3.0942,8730.0,8.43,461.5,0.495,5569.0,4.546,0.887,15.57,0,0,0,0,CONFIRMED,0
704.962626,18.003,2320.0,4.53,96.1,0.8495,5305.0,4.489,0.818,13.354,0,0,0,0,CONFIRMED,0
50.28635977,6.3212,1120.0,3.88,99.5,0.018,5900.0,4.309,1.167,13.672,0,0,0,0,CONFIRMED,0
22.79020351,5.0394,618.0,2.57,47.7,0.036,5478.0,4.354,1.053,14.766,0,0,0,0,CANDIDATE,1
13.26079792,3.912,199.0,1.47,17.6,0.22,5478.0,4.354,1.053,14.766,0,0,0,0,CANDIDATE,1
1.061932545,2.1429,134.0,2.29,80.2,0.713,6134.0,3.975,1.851,12.953,0,1,1,1,FALSE POSITIVE,2
127.8334997,10.914,1830.0,9.46,76.9,0.416,6505.0,3.973,2.17,13.968,0,0,0,0,CONFIRMED,0
10.21864532,3.802,445.0,2.33,26.6,0.416,6100.0,4.376,1.083,14.82,0,0,0,0,CONFIRMED,0
15.573637,5.326,468.0,2.94,24.7,0.946,6100.0,4.376,1.083,14.82,0,0,0,0,CONFIRMED,0
40.1015561,5.246,550.0,2.92,19.0,0.868,6100.0,4.376,1.083,14.82,0,0,0,0,CONFIRMED,0
4.45814897,2.867,188.0,1.61,14.3,0.754,6100.0,4.376,1.083,14.82,0,0,0,0,CANDIDATE,1
5.663621501,1.2968,1230.0,2.47,39.8,0.169,4917.0,4.601,0.723,15.444,0,1,1,1,FALSE POSITIVE,2
6.230335,1.6493,1450.0,3.7,31.6,0.808,5477.0,4.557,0.865,15.977,0,0,0,0,CANDIDATE,1
12.49340725,2.2614,716.0,2.2,76.2,0.594,5207.0,4.561,0.795,13.575,0,0,0,0,CONFIRMED,0
6.62643441,3.1752,815.0,2.54,40.6,0.111,5616.0,4.529,0.903,15.843,0,0,0,0,CONFIRMED,0
3.70122061,2.523,327.0,1.62,19.6,0.178,5616.0,4.529,0.903,15.843,0,0,0,0,CONFIRMED,0
6.247030799,1.4848,1500.0,1.89,44.8,0.039,3821.0,4.764,0.487,15.369,0,0,0,0,CANDIDATE,1
13.73474071,2.769,746.0,2.71,31.0,0.941,5196.0,4.524,0.772,15.187,0,0,0,0,CONFIRMED,0
700.0029822,7.6525,3250.0,6.43,60.3,0.143,6487.0,4.397,1.118,13.594,0,0,0,0,CANDIDATE,1
272.0868353,2.7145,5570.0,5.95,21.5,0.3629,5587.0,4.548,0.791,15.166,0,0,0,0,CANDIDATE,1
14.55387488,6.973,320.0,3.45,26.8,0.955,6143.0,4.177,1.507,14.377,0,0,0,0,CONFIRMED,0
0.895277575,2.711,535.0,9.27,132.1,0.928,8040.0,3.707,3.325,13.574,0,1,1,1,FALSE POSITIVE,2
81.0637895,3.001,476.0,3.01,19.4,0.584,6198.0,4.237,1.324,13.914,0,0,0,0,CONFIRMED,0
24.8056775,6.148,624.0,2.16,39.4,0.007,5600.0,4.455,0.872,15.204,0,0,0,0,CONFIRMED,0
13.02493307,4.5706,778.0,2.88,119.3,0.004,5657.0,4.364,1.046,13.709,0,0,0,0,CONFIRMED,0
44.3471936,6.43,792.0,2.45,40.5,0.273,5600.0,4.455,0.872,15.204,0,0,0,0,CONFIRMED,0
9.2207691,4.907,140.0,1.02,13.2,0.037,5600.0,4.455,0.872,15.204,0,0,0,0,CONFIRMED,0
13.6396648,5.425,163.0,1.1,13.3,0.105,5600.0,4.455,0.872,15.204,0,0,0,0,CONFIRMED,0
1.922799706,1.8604,260.0,1.28,30.1,0.036,5194.0,4.559,0.815,14.829,0,0,0,0,CONFIRMED,0
3.222975318,2.9247,233.0,1.47,31.3,0.33,5823.0,4.427,0.96,14.609,0,0,0,0,CONFIRMED,0
42.0370662,6.282,267.0,1.66,14.7,0.672,5823.0,4.427,0.96,14.609,0,0,0,0,CANDIDATE,1
21.0112068,4.507,164.0,1.4,10.2,0.853,5823.0,4.427,0.96,14.609,0,0,0,0,CANDIDATE,1
4.16811839,2.8084,263.0,2.28,26.7,0.709,5689.0,4.202,1.313,14.801,0,0,0,0,CONFIRMED,0
5.82348911,2.2441,889.0,3.0,38.1,0.877,5774.0,4.526,0.864,15.898,0,0,0,0,CANDIDATE,1
8.75059775,2.8288,882.0,2.27,28.3,0.33,4942.0,4.599,0.779,15.92,0,0,0,0,CANDIDATE,1
9.41475056,4.736,483.0,19.33,55.2,1.148,6406.0,4.436,1.033,13.66,0,1,1,0,FALSE POSITIVE,2
0.56669006,2.1674,105.0,1.52,53.8,0.7102,6899.0,4.273,1.386,13.44,1,0,0,0,FALSE POSITIVE,2
7.13969705,3.981,513.0,2.24,27.8,0.027,6014.0,4.486,0.993,15.906,0,0,0,0,CONFIRMED,0
18.75470238,3.0331,995.0,1.67,33.2,0.034,3976.0,4.721,0.54,15.473,0,0,0,0,CONFIRMED,0
3.00363219,3.732,101.0,1.43,38.5,0.727,6309.0,4.217,1.32,12.476,0,0,1,0,FALSE POSITIVE,2
11.30123036,4.022,277.0,1.85,18.5,0.117,5730.0,4.34,1.122,14.981,0,0,0,0,CONFIRMED,0
0.796722833,2.4551,107.0,1.44,43.9,0.601,5959.0,4.121,1.334,13.379,0,1,1,1,FALSE POSITIVE,2
4.24153629,2.971,188.0,1.44,18.0,0.257,5776.0,4.34,1.047,14.621,0,0,0,0,CONFIRMED,0
17.32419108,8.045,241.0,3.14,49.1,0.764,5968.0,3.972,1.857,13.42,0,0,0,0,CONFIRMED,0
14.37457572,4.7892,336.0,1.94,55.2,0.035,5768.0,4.358,1.067,13.749,0,0,0,0,CONFIRMED,0
9.65188331,4.296,103.0,1.08,19.8,0.122,5768.0,4.358,1.067,13.749,0,0,0,0,CONFIRMED,0
6.0990118,3.6112,228.0,3.16,39.3,0.688,5743.0,3.881,1.971,13.951,0,0,1,1,FALSE POSITIVE,2
49.4781446,2.493,497.0,1.88,20.4,0.048,5776.0,4.554,0.849,14.427,0,0,0,0,CANDIDATE,1
30.8639476,8.864,257.0,3.01,63.0,0.907,5977.0,4.08,1.571,12.547,0,0,0,0,CONFIRMED,0
2.403640701,1.4012,74.9,1.24,16.3,0.918,5881.0,4.315,1.171,13.431,0,0,0,0,CONFIRMED,0
2.90060781,2.563,125.0,1.58,20.6,0.47,6547.0,4.241,1.371,13.887,0,0,1,1,FALSE POSITIVE,2
4.51436096,3.0083,231.0,1.84,28.4,0.118,5940.0,4.306,1.215,14.946,0,0,0,0,CONFIRMED,0
3.77359871,2.7282,176.0,1.29,25.6,0.0,6224.0,4.404,0.969,14.207,0,0,0,0,CONFIRMED,0
8.18182189,2.4566,300.0,1.77,27.4,0.655,6224.0,4.404,0.969,14.207,0,0,0,0,CONFIRMED,0
13.32389352,3.2208,781.0,1.26,25.9,0.073,3751.0,4.813,0.45,15.931,0,0,0,0,CONFIRMED,0
4.919584997,4.1988,426.0,2.86,132.0,0.243,6236.0,4.246,1.378,13.273,0,0,0,0,CONFIRMED,0
11.41911886,5.135,509.0,3.32,23.7,0.947,6311.0,4.398,1.172,15.965,0,0,0,0,CONFIRMED,0
11.36113254,4.1886,570.0,2.6,57.0,0.734,6244.0,4.46,1.009,14.63,0,0,0,0,CONFIRMED,0
1.3866358,4.77,70.1,0.72,6.8,0.3783,5693.0,4.551,0.856,15.755,1,0,0,0,FALSE POSITIVE,2
14.53410833,3.3094,511.0,1.36,32.5,0.766,3957.0,4.693,0.553,14.688,0,0,0,0,CANDIDATE,1
33.0063185,7.118,278.0,3.13,38.2,0.39,5968.0,3.972,1.857,13.42,0,0,0,0,CONFIRMED,0
11.13127159,4.2372,211.0,2.06,36.8,0.01,5800.0,4.202,1.435,13.459,0,0,0,0,CONFIRMED,0
3.47143963,3.663,99.8,1.19,27.5,0.719,6341.0,4.409,1.111,13.599,0,0,1,1,FALSE POSITIVE,2
29.6193891,4.9595,315.0,1.74,42.5,0.046,5618.0,4.401,0.996,13.331,0,0,0,0,CONFIRMED,0
8.925079516,2.6766,978.0,2.36,135.8,0.74,4728.0,4.628,0.693,13.461,0,0,0,0,CONFIRMED,0
8.0922105,5.7696,65.3,1.44,37.5,0.951,5774.0,4.106,1.395,11.731,0,0,0,0,CONFIRMED,0
3.117087797,3.06941,12200.0,88.51,441.7,1.255,6338.0,3.973,2.046,11.397,0,1,0,1,FALSE POSITIVE,2
22.687155,5.4921,960.0,3.2,122.8,0.023,5657.0,4.364,1.046,13.709,0,0,0,0,CONFIRMED,0
0.937406378,1.9515,5080.0,7.09,138.9,0.8735,5480.0,4.529,0.843,14.546,0,1,0,0,FALSE POSITIVE,2
